Tabel;Väli;Selgitus
test;protsendita;"kas pallides tulemuse kuvamisel ei kuvata protsenti (CAE korral sees, sest CAE osapunktide summa ei ole testi tulemus ja protsenti ei saa arvutada)"
test;lang;"põhikeele kood"
test;skeeled;"testi keelte koodid eraldatuna tühikuga"
test;ui_lang;"true - sooritamise kasutajaliides peab olema soorituskeeles, false, null - kasutatakse tavalist kasutajaliidese keelt"
test;markus;"märkused"
test;lavi_pr;"minimaalne tulemus protsentides, mille korral väljastatakse tunnistus (TE, SE korral)"
test;tulemuste_vahemikud_pr;"protsendivahemikud, mis kuvatakse tunnistusel saadud pallide asemel (TE, SE korral), väärtus  1,50,60,76,91  tähendab vahemikke 0-0, 1-49, 50-59, 60-75, 76-90, 91-100"
test;ymardamine;"kas testi kogutulemuseks arvutatud pallid ümardada"
test;kvaliteet_kood;"kvaliteedimärk"
test;autor;"testi autor (informatiivne, kasutusel d-testi korral)"
test;rveksam_id;"seos rahvusvahelise tunnistusega, mida võidakse selle testi tulemuste põhjal väljastada"
test;tahemargid;"tähemärkide arv originaalkeeles"
testfail;TABEL 1.199;"Digiallkirjastamise testimise testfail"
testfail;created;"kirje loomise aeg"
testfail;modified;"kirje viimase muutmise aeg"
testfail;creator;"kirje looja isikukood"
testfail;modifier;"kirje viimase muutja isikukood"
testfail;id;"kirje identifikaator"
testfail;fail_dok;"vaide avalduse digiallkirjastatud dokument"
testfail;fail_ext;"avalduse vorming: ddoc või bdoc või asice"
testiarvuti;TABEL 1.200;"Testi sooritamiseks registreeritud arvuti andmed"
testiarvuti;created;"kirje loomise aeg"
testiarvuti;modified;"kirje viimase muutmise aeg"
testiarvuti;creator;"kirje looja isikukood"
testiarvuti;modifier;"kirje viimase muutja isikukood"
testiarvuti;id;"kirje identifikaator"
testiarvuti;seq;"arvuti järjekorranumber testiruumis"
testiarvuti;tahis;"arvuti unikaalne ID testimiskorral, kujul TESTIOSA-TESTIKOHT-SEQ"
testiarvuti;parool;"arvuti brauserisse registreerimisel jäetud cookie"
testiarvuti;ip;"arvuti IP-aadress (ei pruugi olla unikaalne)"
testiarvuti;testiruum_id;"viide testiruumile"
testiarvuti;staatus;"olek: 0 - kehtetu, 1 - kehtiv"
testiarvuti;algne_id;"arvuti unikaalne ID (kui arvutis on samaaegselt mitu registreeringut)"
testiarvuti;kehtib_kuni;"kehtimise lõpp"
testifail;TABEL 1.201;"Testi ülesandekomplekti juurde salvestatud fail"
testifail;created;"kirje loomise aeg"
testifail;modified;"kirje viimase muutmise aeg"
testifail;creator;"kirje looja isikukood"
testifail;modifier;"kirje viimase muutja isikukood"
testifail;id;"kirje identifikaator"
testifail;komplekt_id;"viide ülesandekomplektile"
testifail;nimi;"selgitav nimetus"
testifail;filename;"failinimi"
testifail;filesize;"faili suurus baitides"
testifail;fileversion;"versioon"
testifail;mimetype;"failitüüp"
testifailimarkus;TABEL 1.202;"Testifaili märkused"
testifailimarkus;created;"kirje loomise aeg"
testifailimarkus;modified;"kirje viimase muutmise aeg"
testifailimarkus;creator;"kirje looja isikukood"
testifailimarkus;modifier;"kirje viimase muutja isikukood"
testifailimarkus;id;"kirje identifikaator"
testifailimarkus;testifail_id;"viide testifaili kirjele"
testifailimarkus;kasutaja_id;"viide kasutajale"
testifailimarkus;aeg;"märkuse kirjutamise aeg"
testifailimarkus;sisu;"märkuse sisu"
testifailimarkus;teema;"märkuse teema"
testifailimarkus;ylem_id;"viide ülemale märkusele, mida antud märkus kommenteerib"
testihinne;TABEL 1.203;"Testi tulemuse eest antav hinne vastavalt tulemuseks saadud protsendile"
testihinne;created;"kirje loomise aeg"
testihinne;modified;"kirje viimase muutmise aeg"
testihinne;creator;"kirje looja isikukood"
testihinne;modifier;"kirje viimase muutja isikukood"
testihinne;id;"kirje identifikaator"
testihinne;test_id;"viide testile"
testihinne;hinne;"hinne, vahemikus 1-5"
testihinne;pallid;"minimaalne tulemuse protsent sooritajale võimalikust kogutulemusest (mitte pallide arv!), mis peab olema tulemuseks, et saada hinne"
testiisik;TABEL 1.204;"Testiga seotud isik"
testiisik;created;"kirje loomise aeg"
testiisik;modified;"kirje viimase muutmise aeg"
testiisik;creator;"kirje looja isikukood"
testiisik;modifier;"kirje viimase muutja isikukood"
testiisik;id;"kirje identifikaator"
testiisik;kasutaja_id;"viide kasutajale"
testiisik;kasutajagrupp_id;"viide kasutajagrupile"
testiisik;test_id;"viide testile"
testiisik;kehtib_alates;"õiguse kehtimise algus"
testiisik;kehtib_kuni;"õiguse kehtimise lõpp"
testikoht;TABEL 1.205;"Testikoht, testi sooritamise koht ehk soorituskoht"
testikoht;created;"kirje loomise aeg"
testikoht;modified;"kirje viimase muutmise aeg"
testikoht;creator;"kirje looja isikukood"
testikoht;modifier;"kirje viimase muutja isikukood"
testikoht;id;"kirje identifikaator"
testikoht;tahis;"testikoha tähis, unikaalne toimumisaja piires (testimiskorraga testi korral)"
testikoht;tahised;"testi, testiosa, testimiskorra ja testikoha tähised, kriips vahel (testimiskorraga testi korral)"
testikoht;testiosa_id;"viide testiosale"
testikoht;toimumisaeg_id;"viide toimumisajale (puudub avaliku vaate testi korral)"
testikoht;koht_id;"viide soorituskohale (kui avaliku testi koostaja pole pedagoog, siis võib NULL olla)"
testikoht;alates;"algus"
testikoht;staatus;"olek: 0 - kehtetu, 1 - kehtiv"
testikoht;sooritused_seq;"testikoha soorituste tähiste sekvents"
testikoht;markus;"märkused"
testikoht;koolinimi_id;"viide testi sooritamise ajal kehtinud koha nime kirjele"
testikoht;koht_aadress_kood1;"koha maakonna kood testi sooritamise ajal (statistika jaoks)"
testikoht;koht_aadress_kood2;"koha omavalitsuse kood testi sooritamise ajal (statistika jaoks)"
testikoht;koht_piirkond_id;"koha piirkond testi sooritamise ajal (statistika jaoks)"
testikoht;meeldetuletus;"viimase korraldamise meeldetuletuse saatmise aeg"
testikonsultatsioon;TABEL 1.206;"Eksamite testimiskordade seos konsultatsioonikordadega"
testikonsultatsioon;created;"kirje loomise aeg"
testikonsultatsioon;modified;"kirje viimase muutmise aeg"
testikonsultatsioon;creator;"kirje looja isikukood"
testikonsultatsioon;modifier;"kirje viimase muutja isikukood"
testikonsultatsioon;id;"kirje identifikaator"
testikonsultatsioon;eksam_testimiskord_id;"viide eksami testimiskorrale"
testikonsultatsioon;kons_testimiskord_id;"viide konsultatsiooni toimumiskorrale"
testikursus;TABEL 1.207;"Tunnistusele märgitav testi õppeaine sõltuvalt valitud kursusest"
testikursus;created;"kirje loomise aeg"
testikursus;modified;"kirje viimase muutmise aeg"
testikursus;creator;"kirje looja isikukood"
testikursus;modifier;"kirje viimase muutja isikukood"
testikursus;id;"kirje identifikaator"
testikursus;test_id;"viide testile"
testikursus;kursus_kood;"lai või kitsas (matemaatika korral), klassifikaator KURSUS"
testikursus;aine_kood;"õppeaine, klassifikaator AINE (dubleerib test.aine_kood)"
testikursus;tunnaine_kood;"õppeaine nimetus tunnistusel, klassifikaator TUNNAINE"
testikursus;max_pallid;"max hindepallide arv antud kursuse korral"
testileping;TABEL 1.208;"Testimiskorra seos lepingutega, mis on testimiskorra läbiviimiseks vajalikud"
testileping;created;"kirje loomise aeg"
testileping;modified;"kirje viimase muutmise aeg"
testileping;creator;"kirje looja isikukood"
testileping;modifier;"kirje viimase muutja isikukood"
testileping;id;"kirje identifikaator"
testileping;testimiskord_id;"viide testimiskorrale"
testileping;leping_id;"viide lepingule"
testileping;kasutajagrupp_id;"läbiviija roll, mille korral leping on vajalik"
testiliik;TABEL 1.209;"Ülesande testiliigid"
testiliik;created;"kirje loomise aeg"
testiliik;modified;"kirje viimase muutmise aeg"
testiliik;creator;"kirje looja isikukood"
testiliik;modifier;"kirje viimase muutja isikukood"
testiliik;id;"kirje identifikaator"
testiliik;kood;"testiliigi kood, klassifikaator TESTILIIK"
testiliik;ylesanne_id;"viide ülesandele"
testilogi;TABEL 1.210;"Testi koostamise ajalugu"
testilogi;created;"kirje loomise aeg"
testilogi;modified;"kirje viimase muutmise aeg"
testilogi;creator;"kirje looja isikukood"
testilogi;modifier;"kirje viimase muutja isikukood"
testilogi;id;"kirje identifikaator"
testilogi;aeg;"logitava sündmuse aeg"
testilogi;tyyp;"tyyp olekuinfo eristamiseks: 1=TESTILOGI_TYYP_OLEK - olekuinfo, kuvatakse lisaks logile ka koostamise vormil, NULL - muu logi"
testilogi;liik;"logitava olemi kirjeldus"
testilogi;vanad_andmed;"vanad andmed"
testilogi;uued_andmed;"uued andmed"
testilogi;test_id;"viide testile"
testilogi;kasutaja_id;"viide kasutajale"
testimarkus;TABEL 1.211;"Testi märkused (eeltesti korral, korraldajate poolt)"
testimarkus;created;"kirje loomise aeg"
testimarkus;modified;"kirje viimase muutmise aeg"
testimarkus;creator;"kirje looja isikukood"
testimarkus;modifier;"kirje viimase muutja isikukood"
testimarkus;id;"kirje identifikaator"
testimarkus;test_id;"viide testile"
testimarkus;kasutaja_id;"viide kasutajale"
testimarkus;aeg;"märkuse kirjutamise aeg"
testimarkus;sisu;"märkuse sisu"
testimarkus;teema;"märkuse teema"
testimarkus;ylem_id;"viide ülemale märkusele, mida antud märkus kommenteerib"
testimiskord;TABEL 1.212;"Testimiskord (ühel testil võib olla mitu testimiskorda)"
testimiskord;created;"kirje loomise aeg"
testimiskord;modified;"kirje viimase muutmise aeg"
testimiskord;creator;"kirje looja isikukood"
testimiskord;modifier;"kirje viimase muutja isikukood"
testimiskord;id;"kirje identifikaator"
testimiskord;tahis;"tähis"
testimiskord;nimi;"nimetus (malli korral)"
testimiskord;aasta;"aastaarv, statistika päringute jaoks"
testimiskord;alates;"varaseim toimumisaja algus, dubleeritud otsingute optimeerimiseks"
testimiskord;kuni;"hiliseim toimumisaja lõpp, dubleeritud otsingute optimeerimiseks"
testimiskord;reg_sooritaja;"kas sooritaja võib ise end EISi kasutajaliideses registreerida"
testimiskord;reg_sooritaja_alates;"sooritaja poolt EISis ise registreerimise algus"
testimiskord;reg_sooritaja_kuni;"sooritaja poolt EISis ise registreerimise lõpp"
testimiskord;reg_xtee;"kas sooritaja võib ise end eesti.ee portaali kaudu registreerida"
testimiskord;reg_xtee_alates;"sooritaja poolt eesti.ee kaudu ise registreerimise algus"
testimiskord;reg_xtee_kuni;"sooritaja poolt eesti.ee kaudu ise registreerimise lõpp"
testimiskord;reg_kool_ehis;"kas õppeasutus võib EHISe kaudu sooritajaid registreerida"
testimiskord;reg_kool_eis;"kas õppeasutus võib EISi kaudu sooritajaid registreerida"
testimiskord;reg_kool_valitud;"kas õppeasutus võib EISi kaudu sooritajaid registreerida (lubatud õppeasutuste loetelu on Innove poolt valitud)"
testimiskord;reg_kool_alates;"õppeasutuste poolt registreerimise algus"
testimiskord;reg_kool_kuni;"õppeasutuste poolt registreerimise lõpp"
testimiskord;reg_ekk;"kas eksamikeskus võib sooritajaid registreerida"
testimiskord;korduv_reg_keelatud;"kas on keelatud registreerida isikuid, kes on sama testi mõnele teisele testimiskorrale juba olnud registreeritud"
testimiskord;cae_eeltest;"kas registreerimiseks on vajalik CAE eeltesti sooritamine (rahvusvahelisele ingl k eksami korral)"
testimiskord;reg_piirang;"registreerimise piirang: H - haridustöötajad"
testimiskord;erivajadus_alates;"õppeasutuste poolt väljaspool registreerimisaega erivajaduste taotluste sisestamise algus"
testimiskord;erivajadus_kuni;"õppeasutuste poolt väljaspool registreerimisaega erivajaduste taotluste sisestamise lõpp"
testimiskord;reg_kohavalik;"kas registreerimisel on võimalik valida soorituskoht"
testimiskord;reg_voorad;"kas kool võib sooritajaks registreerida neid, kes ei ole oma kooli õpilased"
testimiskord;kordusosalemistasu;"kordusosalemistasu"
testimiskord;osalemistasu;"osalemistasu"
testimiskord;sooritajad_peidus_kuni;"aeg, enne mida koolid ei näe sooritajate identiteete (kui puudub, siis näevad)"
testimiskord;korraldamata_teated;"kas saata koolile automaatseid korraldamise meeldetuletusi"
testimiskord;arvutada_hiljem;"kas tulemuse arvutamine peale testi sooritamist ära jätta (jõudluse huvides)"
testimiskord;tulemus_kinnitatud;"kas tulemused on kinnitatud"
testimiskord;tulemus_kontrollitud;"kas tulemused on kontrollitud, kui on kontrollitud, siis saab ainult administraator tulemusi ja statistikat arvutada, ainespetsialist ei saa"
testimiskord;statistika_arvutatud;"kas tulemuste statistika on arvutatud"
testimiskord;osalemise_naitamine;"kas näidata sooritamist lahendajale oma tulemuste all sooritatud testide loetelus (nt eeltestidel osalemist ei soovita näidata)"
testimiskord;prot_vorm;"toimumise protokolli vorm: 0 vaikimisi, 1 - protokoll dok numbritega, 2 - protokoll tulemusega, 3 - protokoll ülesannete tulemustega, 5 - protokoll alatestide tulemustega"
testimiskord;on_helifailid;"kas toimumise protokolli sisestamisel on helifailide laadimise sakk"
testimiskord;on_turvakotid;"kas toimumise protokolli sisestamisel avalikus vaates on helifailide laadimise sakk"
testimiskord;analyys_eraldi;"kas vastuste analüüs toimub testimiskorra kaupa (või kogu testi kaupa)"
testimiskord;tulemus_koolile;"kas kool saab tulemusi vaadata"
testimiskord;tulemus_admin;"kas testi administraator saab hiljem oma läbiviidud testis oma kooli õpilaste tulemusi vaadata"
testimiskord;koondtulemus_avaldet;"kas koondtulemus on avaldatud"
testimiskord;koondtulemus_aval_kpv;"koondtulemuse avaldamise kuupäev"
testimiskord;alatestitulemused_avaldet;"kas alatestide tulemused on avaldatud"
testimiskord;alatestitulemused_aval_kpv;"alatestide tulemuste avaldamise kuupäev"
testimiskord;ylesandetulemused_avaldet;"kas ülesannete tulemused on avaldatud"
testimiskord;ylesandetulemused_aval_kpv;"ülesannete tulemuste avaldamise kuupäev"
testimiskord;aspektitulemused_avaldet;"kas aspektide tulemused on avaldatud"
testimiskord;aspektitulemused_aval_kpv;"aspektide tulemuste avaldamise kuupäev"
testimiskord;ylesanded_avaldet;"kas ülesanded ja vastused on avaldatud"
testimiskord;ylesanded_aval_kpv;"ülesannete avaldamise kuupäev"
testimiskord;statistika_aval_kpv;"eksamistatistika avaldamise kuupäev"
testimiskord;statistika_ekk_kpv;"kuupäev, millest alates on eksamistatistika Innove vaates (enne avaldamist üle vaatamiseks)"
testimiskord;testsessioon_id;"viide testsessioonile"
testimiskord;test_id;"viide testile"
testimiskord;vaide_algus;"vaiete esitamise ajavahemiku algus (kui puudub, siis saab vaidlustada kohe peale tulemuste kinnitamist)"
testimiskord;vaide_tahtaeg;"vaiete esitamise ajavahemiku lõpp (kui puudub, siis ei saa üldse vaidlustada)"
testimiskord;on_avalik_vaie;"kas sooritaja saab vaiete esitamise ajavahemikul ise avalikus vaates vaide esitada (false - vaideid saab ainult Innove vaates sisestada, vajalik tasemeeksamitel)"
testimiskord;kool_testikohaks;"kas sooritajate õppeasutustest teha automaatselt testikohad"
testimiskord;sisestus_isikukoodiga;"kas on võimalik töid ja hindamisprotokolle sisestada isikukoodi järgi"
testimiskord;skeeled;"testimiskorra keelte koodid eraldatuna tühikuga"
testimiskord;on_mall;"kas testimiskorra andmeid kasutatakse korraldamise mallina teiste testimiskordade loomiseks"
testimiskord;sisaldab_valimit;"kas valim on eraldatud testimiskorra siseselt (ilma valimi jaoks eraldi testimiskorda loomata)"
testimiskord;valim_testimiskord_id;"valimi korral viide testimiskorrale, millest valim eraldati ja millelt saab tulemuste arvutamisel lõpptulemusi kopeerida"
testimiskord;stat_valim;"kas on statistikas arvestatav valim (valimi korral), õpilaste tulemuste tabelis (gtbl) kuvatakse konkreetse õpilase tulemuste erinevusi ka nende valimitega, kus stat_valim=False"
testimiskord;tutv_taotlus_alates;"testitööga tutvumise taotlemise esitamise ajavahemiku alguskuupäev"
testimiskord;tutv_taotlus_kuni;"testitööga tutvumise taotlemise esitamise ajavahemiku lõppkuupäev"
testimiskord;tutv_hindamisjuhend_url;"hindamisjuhendi URL, lisatakse teatele, mis saadetakse sooritajale, kui tema töö on skannitud"
testimiskord;markus;"selgitus selle kohta, mille jaoks testimiskorda kasutatakse"
testiopetaja;TABEL 1.213;"Test.sooritaja seos aineõpetajatega, kes sooritajale antud testi ainet õpetavad"
testiopetaja;created;"kirje loomise aeg"
testiopetaja;modified;"kirje viimase muutmise aeg"
testiopetaja;creator;"kirje looja isikukood"
testiopetaja;modifier;"kirje viimase muutja isikukood"
testiopetaja;id;"kirje identifikaator"
testiopetaja;sooritaja_id;"viide sooritajale (testisoorituse kirjele)"
testiopetaja;opetaja_kasutaja_id;"viide aineõpetajale"
testiosa;TABEL 1.214;"Testiosa"
testiosa;created;"kirje loomise aeg"
testiosa;modified;"kirje viimase muutmise aeg"
testiosa;creator;"kirje looja isikukood"
testiosa;modifier;"kirje viimase muutja isikukood"
testiosa;id;"kirje identifikaator"
testiosa;nimi;"testiosa nimi"
testiosa;max_pallid;"max pallide arv"
testiosa;skoorivalem;"tulemuse arvutamise valem (kasutusel siis, kui tulemus ei ole ülesannete pallide summa)"
testiosa;alustajajuhend;"juhend sooritajale, mis kuvatakse enne testi alustamist"
testiosa;sooritajajuhend;"juhend sooritajale, mis kuvatakse siis, kui sooritamist on alustatud"
testiosa;tulemus_tunnistusele;"kas tulemus läheb tunnistusele"
testiosa;seq;"testiosa järjekorranumber testis"
testiosa;tahis;"testiosa tähis"
testiosa;vastvorm_kood;"vastamise vorm, klassifikaator VASTVORM: ke - kirjalik e-test, se - suuline e-test, i - suuline (intervjuu), sh - suuline (hindajaga), kp - kirjalik (p-test), sp - suuline (p-test), n - konsultatsioon"
testiosa;piiraeg;"testiosa sooritamiseks lubatud aeg sekundite"
testiosa;piiraeg_sek;"true - aeg kuvada kohe sekundites, false, null - minutist suurem aeg kuvada ilma sekunditeta"
testiosa;hoiatusaeg;"piirajaga testiosa korral: mitu sekundit enne lõppu antakse hoiatusteade"
testiosa;aeg_peatub;"kas testi sooritamise katkestamisel aeg peatub"
testiosa;ylesannete_arv;"ülesannete arv"
testiosa;on_alatestid;"kas testiosal on alatestid"
testiosa;test_id;"viide testile"
testiosa;rvosaoskus_id;"seos rahvusvahelise tunnistuse osaoskusega, mis vastab sellele (alatestideta, foreign_keys=rvosaoskus_id) testiosale"
testiosa;naita_max_p;"kas testiosa max pallid ja soorituse olek kuvada lahendajale"
testiosa;lotv;"kas on lõdva struktuuriga testiosa"
testiosa;yhesuunaline;"kas testiosa on ühesuunaliselt lahendatav (ülesanded tuleb lahendada kindlas järjekorras)"
testiosa;yl_lahk_hoiatus;"kas ühesuunalises testiosas ülesandelt lahkumisel kuvada hoiatus"
testiosa;yl_pooleli_hoiatus;"kas ühesuunalises testiosas pooleliolevalt ülesandelt lahkumisel kuvada hoiatus"
testiosa;yl_lahendada_lopuni;"kas kõigi ülesannete korral on vajalik kõik väljad täita ja ülesanne lõpuni lahendada"
testiosa;yl_segamini;"kas ülesanded kuvatakse lahendajale segatud järjekorras"
testiosa;ala_lahk_hoiatus;"kas ühekordselt alatestilt lahkumisel kuvada hoiatus"
testiosa;kuva_yl_nimetus;"kas lahendajale kuvada ülesande jrknr asemel nimetus (nii vasakul ribal kui ka ülesande kohal pealkirjas)"
testiosa;peida_yl_pealkiri;"kas lahendajale kuvada ülesande kohal ülesande jrknr/nimetus"
testiosa;pos_yl_list;"ülesannete loetelu kuvamine lahendajale: 0 - ei kuva, 1 - vasakul, 2 - ülal (ei saa kasutada)"
testiosa;peida_pais;"kas lahendajale kuvada EISi päis ja jalus või ainult ülesanded"
testiosa;yl_jrk_alatestiti;"kas ülesannete järjekorranumbrid algavad igas alatestis uuesti 1st"
testiosa;katkestatav;"kas sooritajale kuvatakse katkestamise nupp"
testiosa;lopetatav;"kas testi lõpetamise nupp on sooritajale alati nähtav (või ainult peale kõigi alatestide sooritamist)"
testipakett;TABEL 1.215;"Testisoorituspakett     Üldjuhul on iga testikoha ja keele kohta on üks pakett.     Erandiks on seaduse tundmise eksam ja riigikeele tasemeeksam,      kus on iga testiruumi kohta oma pakett."
testipakett;created;"kirje loomise aeg"
testipakett;modified;"kirje viimase muutmise aeg"
testipakett;creator;"kirje looja isikukood"
testipakett;modifier;"kirje viimase muutja isikukood"
